Name;Gauss-Krueger E;Gauss-Krueger N
Bad Oldesloe, Masurenwegschule;3591698;5964682
Bad Oldesloe, Meddelskamp;3589771;5964447
Bad Oldesloe, Meisenweg;3590363;5964086
Bad Oldesloe, Minimax;3591568;5964293
Bad Oldesloe, Möhlenbecker Weg (Ost);3589373;5964411
Bad Oldesloe, Moordamm;3590260;5964345
Bad Oldesloe, Ölmühle;3591284;5963489
Bad Oldesloe, Pahleck;3592322;5964550
Bad Oldesloe, Poggenbreeden;3591308;5966037
Bad Oldesloe, Ratzeburger Straße;3592307;5964360
Bad Oldesloe, Rögen;3588464;5964070
Bad Oldesloe, Salinenstraße;3590261;5964773
Bad Oldesloe, Sandkamp;3588503;5963968
Bad Oldesloe, Schanzenbarg 2;3592276;5965128
Bad Oldesloe, Schanzenbarg 20;3592400;5965055
Bad Oldesloe, Schanzenbarg 33;3592322;5964926
Bad Oldesloe, Schule am Kurpark;3590766;5964254
Bad Oldesloe, Schützenstraße;3590056;5965227
Bad Oldesloe, Segeberger Straße 38;3590746;5965806
Bad Oldesloe, Sehmsdorfer Straße 3;3591853;5964970
Bad Oldesloe, Sehmsdorfer Straße 75;3592449;5965293
Bad Oldesloe, Stadtschule;3590432;5964842
Bad Oldesloe, Stettiner Straße;3591046;5966035
Bad Oldesloe, Stormarner Werkstätten;3587764;5963781
Bad Oldesloe, Teichkoppel;3593001;5963270
Bad Oldesloe, Theodor-Storm-Schule;3589960;5964888
Bad Oldesloe, Timm-Kröger-Weg;3589676;5964839
Bad Oldesloe, Travebad;3590221;5965391
Bad Oldesloe, Travenhöhe;3591357;5965483
Bad Oldesloe, Ulmenkamp;3589740;5964093
Bad Oldesloe, Vicelinkirche;3589866;5964634
Bad Oldesloe, Waldstraße;3590812;5965911
Bad Oldesloe, Wendum;3590861;5965623
Bad Oldesloe, Wiesenstraße;3590596;5966120
Bad Oldesloe, Wolfgang-Sonder-Weg;3591164;5965712
Bad Oldesloe, Zulassungsstelle;3587997;5963985
Bad Oldesloe, Zur Düpenau;3592843;5963669
Bad Segeberg;3586027;5978871
Bad Segeberg, Abzweigung Kaserne;3584294;5979156
Bad Segeberg, Am Apfelgarten;3586271;5978438
Bad Segeberg, Am Wasserwerk;3584653;5979602
Bad Segeberg, Amtsgericht;3586853;5978808
Bad Segeberg, Berliner Straße;3584983;5981430
Bad Segeberg, Birkenring 16;3585627;5977831
Bad Segeberg, Dahlienstraße;3586185;5978032
Bad Segeberg, Dorfstraße;3585424;5980610
Bad Segeberg, Dorfstraße (Mitte);3585626;5980530
Bad Segeberg, Efeustraße;3586370;5978450
Bad Segeberg, EKZ Christiansfelde;3587419;5978294
Bad Segeberg, Esmarchstraße;3585769;5980601
Bad Segeberg, Fliederweg;3586067;5978771
Bad Segeberg, Franz-Claudius-Schule;3585301;5978513
Bad Segeberg, Geschwister-Scholl-Straße;3586728;5978461
Bad Segeberg, Gieschenhagen;3586390;5978767
Bad Segeberg, Ginsterweg;3586142;5978200
Bad Segeberg, Glindenberg;3585187;5980393
Bad Segeberg, Gustav-Böhm-Siedlung;3584797;5978867
Bad Segeberg, Habichtshorst;3585034;5981291
Bad Segeberg, Hallenbad;3585731;5978833
Bad Segeberg, Hamburger Straße(Möbel Kraft);3585403;5979257
Bad Segeberg, Heinrich-der-Löwe-Ring;3585976;5977987
Bad Segeberg, Heinrich-Rantzau-Schule;3585517;5979981
Bad Segeberg, Herzzentrum;3585849;5979852
Bad Segeberg, Ihlwaldfriedhof;3584852;5981745
Bad Segeberg, Imkerschule;3584777;5978929
Bad Segeberg, Julius-Leber-Straße;3587264;5978320
Bad Segeberg, Kiekut;3587437;5978724
Bad Segeberg, KiTa Christiansfelde;3587031;5978228
Bad Segeberg, Krankenhausstraße;3585884;5979633
Bad Segeberg, Kreishaus;3585720;5979177
Bad Segeberg, Kuckucksbarg;3587414;5978545
Bad Segeberg, Kurhausstraße (Süd);3585921;5979397
Bad Segeberg, Kurt-Schumacher-Ring;3584850;5980844
Bad Segeberg, Leopardstraße (Nord);3583827;5979429
Bad Segeberg, Leopardstraße (Süd);3583749;5978839
Bad Segeberg, Liliencronweg;3584908;5978649
Bad Segeberg, Lindhofstraße;3586160;5980700
Bad Segeberg, Lohmühlenweg;3585139;5979918
Bad Segeberg, Lübecker Landstraße;3587029;5978686
Bad Segeberg, Marktplatz;3586053;5979132
Bad Segeberg, Möbel Kraft;3585260;5979444
Bad Segeberg, Mozartweg;3585106;5980225
Bad Segeberg, Mühlenberg;3585092;5979221
Bad Segeberg, Neurologisches Zentrum;3585062;5980677
Bad Segeberg, Oberbergstraße;3586750;5979059
Bad Segeberg, Oldesloer Straße;3586594;5978643
Bad Segeberg, Propsteialtenheim;3585129;5978622
Bad Segeberg, Rathaus;3586367;5979211
Bad Segeberg, Redderblecken;3585517;5981004
Bad Segeberg, Riihimäkistraße;3585104;5979702
Bad Segeberg, Schillerstraße;3585760;5979947
Bad Segeberg, Schlangenredder;3586802;5978348
Bad Segeberg, Schule am Burgfeld;3585200;5978149
Bad Segeberg, Strandbad Ihlsee;3585759;5981427
Bad Segeberg, Theodor-Heuss-Ring;3584920;5981127
Bad Segeberg, Thoms Koppel;3585526;5978581
Bad Segeberg, Tulpenweg;3586538;5978148
Bad Segeberg, Turnierplatz;3585940;5980326
Bad Segeberg, Waldweg/Ihlsee;3586144;5981245
Bad Segeberg, Weichseldamm;3584561;5978628
Bad Segeberg, Weißdornstraße;3585887;5977728
Badendorf, Dorfstraße;3604126;5972073
Badendorf, Gemeinschaftshaus;3603611;5971934
Badendorf, Mitteltor;3603620;5971620
Badendorf, Zur Wüstenei;3604728;5972401
Bahlburg, Burgstraße 80/83;3579705;5907587
Bahlburg, Meyersberg;3579184;5908217
Bahlburg, Ortsmitte;3578897;5908611
Bahlburg, Sandhöfen;3578760;5908534
Bahlburg (West);3578417;5909168
Bahngärten;3571474;5938201
Bahnübergang Sieversstücken;3552078;5939153
Bahrenfeld;3560463;5936906
Bahrenfelder Marktplatz;3559821;5937380
Bahrenfelder Straße;3561596;5935839
Bahrenfleth, Am Bummel;3529714;5971674
Bahrenfleth, Brokreihe (Mitte);3530373;5971752
Bahrenfleth, Groß Wisch 18;3530055;5970121
Bahrenfleth, Klein Bahrenfleth 7;3529005;5971277
Bahrenfleth, Klein Wisch 7;3529441;5969764
Bahrenfleth, Kuhdamm;3529004;5971529
Bahrenfleth, Störfähre;3527720;5972001
Bahrenhof, Dorfstraße;3590243;5972840
Bahrenhof, Hohelucht;3589764;5972819
Bahrenhof, Holmkenrade;3590823;5972845
Bahrenkrug, Abzweigung;3595500;5991068
Bäk, Am Gerichtsberg;3618092;5954267
Bäk, Am Steinkamp;3618177;5955445
Bäk, Im Winkel;3618016;5955155
Bäk, Ohsten Barg;3618103;5954808
Bäk, Schulstraße;3617565;5954986
Bälau;3607382;5944147
Balje, Am Fährstieg;3505910;5965450
Balje, Bahnhofstraße;3508836;5966365
Balje, Hörne-Ost 6;3506754;5965238
Balje, Hörne-West;3505788;5965581
Balje, Hünkenbütteler Straße;3510952;5965395
Balje, Natureum;3503034;5965501
Balje, Neuenschleuser Straße;3508652;5964618
Balje, Rosenkranz;3510055;5965518
Balje, Süderdeich-West;3507995;5964523
Balje, Wehlkenweg;3509134;5965666
Banksstraße (Großmarkt);3567354;5935276
Bardowick;3591547;5907398
Bardowick, Am Entenmoor;3592697;5907473
Bardowick, Bahnhofstraße;3592080;5907427
Bardowick, Bühringsmoor;3590765;5907546
Bardowick, Feldstraße (Bf. Bardowick);3591438;5907271
Bardowick, Hamburger Landstraße;3592547;5907734
Bardowick, Huderstraße;3592632;5909131
Bardowick, Im Bruch;3588867;5908616
Bardowick, Im Sande;3592483;5908113
Bardowick, Markt;3592948;5908235
Bardowick, Nikolaihof;3593114;5907587
Bardowick, Pieperstraße;3592967;5907921
Bardowick, Radbrucher Weg;3590914;5907371
Bardowick, Schulstraße;3592882;5908575
Bardowick, Schulzentrum;3592751;5907670
Bardowick, Schwarzer Weg;3593180;5907253
Bardowick, St.-Nikolai-Straße (Schule);3592690;5907622
Bardowick, Thiessendörper Weg;3592828;5907248
Bardowick, Vor der Westermarsch;3592401;5907986
Bardowick, Wallstraße;3592509;5908549
Bardowick, Wendeplatz;3590521;5907708
Bardowick, Wittorfer Heide;3591305;5909923
Bardowick, Wittorfer Straße;3592604;5909063
Bardowick, Witwenkamp;3591101;5907238
Barendorf, Dorfstraße;3601661;5900151
Barendorf, Industriegebiet;3602339;5898341
Barendorf, Lüneburger Straße;3601740;5900740
Barendorf, Samtgemeinde;3602767;5900540
Barendorf, Schule;3602746;5900433
Barförde, Barförder Elbdeich 22;3608443;5916369
Barförde, Elbdeich 15;3609116;5915817
Barförde, Feuerwehr;3608717;5916312
Barförde, Hinter den Höfen;3609076;5916329
Barförde, Poggenort;3609467;5915554
Bargfelder Rögen, Rögener Weg;3580982;5960218
Bargfelder Rögen, Steinklinken;3581712;5960378
Bargfeld-Stegen, Brooklande;3578274;5960518
Bargfeld-Stegen, Feuerwehr;3578411;5960257
Bargfeld-Stegen, Gräberkater Weg;3579238;5960021
Bargfeld-Stegen, Gut;3575965;5959847
Bargfeld-Stegen, Hartwigsahl;3580077;5960022
Bargfeld-Stegen, Kirche;3577947;5959950
Bargfeld-Stegen, Krankenhaus;3576261;5959291
Bargfeld-Stegen, Krögersweg;3575701;5959034
Bargfeld-Stegen, Mittelweg;3578388;5960269
Bargfeld-Stegen, Rathkrügen;3578497;5960074
Bargfeld-Stegen, Schule;3578111;5959903
Bargfeld-Stegen, Waldweg;3578409;5959531
Bargkoppelstieg;3576418;5943658
Bargkoppelweg;3576900;5944480
Bargstedt;3529495;5925231
Bargstedt, Am Sportplatz;3529364;5925310
Bargstedt, Grundschule;3529412;5925500
Bargstedt, Hohe Luft;3528753;5925223
Bargstedt, Knüll;3530019;5925448
Bargstedt, Poststraße;3529692;5925506
Bargstedt, Susbeeck;3530160;5925080
Bargteheide;3583825;5955945
Bargteheide, Alte Landstraße;3582965;5956120
Bargteheide, Am Gerstenfeld;3583298;5956650
Bargteheide, Am Hünengrab;3584192;5956162
Bargteheide, Am Maisfeld (Ost);3583157;5956959
Bargteheide, Am Maisfeld (West);3582801;5957017
Bargteheide, Am Markt;3583245;5956054
Bargteheide, Am Redder;3584262;5955202
Bargteheide, Am Steinkreuz;3583810;5956460
Bargteheide, Am Volkspark;3582510;5955546
Bargteheide, Amselweg;3582748;5956272
Bargteheide, Amtsverwaltung;3582630;5955661
Bargteheide, Auf der Weide;3582567;5956773
Bargteheide, Bachstraße;3584063;5955804
Bargteheide, Beethovenstraße;3584214;5955724
Bargteheide, Birkenweg;3584253;5956414
Bargteheide, Breslauer Straße;3583941;5956812
Bargteheide, Buchenweg;3584700;5956039
Bargteheide, Carl-Benz-Weg;3584639;5955120
Bargteheide, Erich-Kästner-Weg;3583972;5957122
Bargteheide, Erlenweg;3584556;5956546
Bargteheide, Flederbusch;3582519;5956125
Bargteheide, Friedhof;3582446;5955729
Bargteheide, Glindfelder Weg;3582370;5956180
Bargteheide, Hammoorer Weg;3583781;5955344
Bargteheide, Hasselbusch;3582780;5956283
Bargteheide, Holsteiner Straße;3583521;5957014
Bargteheide, Hufeisenring;3582687;5956968
Bargteheide, Hummelwiese;3582964;5955300
Bargteheide, Jersbeker Straße (Süd);3582934;5956147
Bargteheide, Kamp;3582911;5956639
Bargteheide, Kirche;3582936;5955958
Bargteheide, Kutscherweg;3582536;5957032
Bargteheide, Langenhorst;3585159;5954711
Bargteheide, Lindenstraße;3583020;5955842
Bargteheide, Lise-Meitner-Straße;3585076;5954910
Bargteheide, Lohe;3582941;5955563
Bargteheide, Malepartus;3584776;5956707
Bargteheide, Max-Planck-Straße;3585843;5954775
Bargteheide, Michael-Ende-Weg;3584169;5956981
Bargteheide, Mozartstraße;3584321;5955610
Bargteheide, Mühlenstraße;3583363;5956679
Bargteheide, Neue Straße;3582592;5956516
Bargteheide, Otto-Hahn-Straße;3585215;5954827
Bargteheide, Parkplatz Utspann;3583230;5955901
Bargteheide, Raiffeisenstraße;3583802;5956223
Bargteheide, Rapsstieg;3583298;5956860
Bargteheide, Rathaus;3583712;5956156
Bargteheide, Schlehenbusch;3582655;5955952
Bargteheide, Schulzentrum;3583252;5955619
Bargteheide, Selma-Lagerlöf-Weg;3583999;5956972
Bargteheide, Struhbarg;3584791;5955760
Bargteheide, Theodor-Storm-Straße;3583720;5955714
Bargteheide, Tremsbütteler Weg;3584748;5956679
Bargteheide, Ulmenweg;3584899;5956383
Bargteheide, Zu den Fischteichen;3583119;5955117
Bargteheider Straße;3576541;5943124
Bark, B 206;3578783;5977395
Bark, Fasanenweg;3576983;5976812
Bark, Segeberger Straße;3577992;5976181
Barkhorst, Kindergarten;3590930;5958001
Barkhorst, Lindenallee;3591119;5958140
Barkhorst, Mühlenweg;3590536;5957639
Barkhorst, Rohlfshagener Weg;3590725;5957873
Barmbek;3569236;5940061
Barmbek(2);3569232;5940051
Barmstedt;3551063;5962704
Barmstedt, Ahornring;3550024;5962991
Barmstedt, Am Forst;3549626;5962579
Barmstedt, An der Hofkoppel;3549854;5962096
Barmstedt, Baumschulenweg;3549815;5963025
Barmstedt Brunnenstraße;3550254;5962665
Barmstedt, Chemnitzstraße;3551254;5962244
Barmstedt, Düsterlohe;3549911;5962378
Barmstedt, Erlengrund;3550565;5962792
Barmstedt, Feldstraße;3550782;5962591
Barmstedt, Friedhof;3550798;5963689
Barmstedt, Galgenberg;3550162;5962785
Barmstedt, Gerberstraße;3551189;5961854
Barmstedt, Große Gärtnerstraße;3550244;5962406
Barmstedt, Grund-/ Gemeinschaftsschule;3551127;5962513
Barmstedt, Gymnasium;3550788;5961499
Barmstedt, Hamburger Straße;3551714;5961891
Barmstedt, Heeder Damm;3552088;5961705
Barmstedt, Heidkamp;3550331;5963001
Barmstedt, Klaus-Groth-Straße;3551485;5961734
Barmstedt, Kleine Gärtnerstraße;3550294;5962278
Barmstedt, Königsberger Straße;3550644;5963338
Barmstedt, Küsterkamp;3550891;5962175
Barmstedt, Markt;3550785;5962300
Barmstedt, Meßhorn;3550887;5963510
Barmstedt, Moltkestraße;3550364;5962099
Barmstedt, Mühlenstraße;3550625;5963121
Barmstedt, Nappenhorn;3551420;5963003
Barmstedt, Neue Straße;3550621;5962274
Barmstedt, Rantzau;3550032;5961755
Barmstedt, Rantzauer See;3550407;5961984
Barmstedt, Reichenstraße;3550998;5962320
Barmstedt, Schulzentrum Heederbrook;3551095;5961482
Barmstedt, Weidkamp;3551036;5963107
Barmwisch;3572353;5941166
Barnkrug, Am Elbdeich (Ost);3531518;5950441
Barnkrug, Am Elbdeich (West);3530622;5950669
Barnkrug, Barnkruger Hafenstraße;3531268;5950084
Barnkrug, Barnkruger Straße 80;3531157;5950129
Barnkrug, Möhlenstieg;3530555;5950366
Barnstedt, Abzweigung Betzendorf;3591935;5890130
Barnstedt, Bauerholzweg;3591912;5890470
Barnstedt, Bokenkamp;3591312;5891275
Barnstedt, Butterberg;3592214;5889917
Barnstedt, Große Hof;3592065;5889997
Barnstedt, Hauptstraße;3591696;5890865
Barnstedt, Mühlenberg;3591806;5890890
Baron-Voght-Straße (Mitte);3557394;5936578
Barsbüttel, Am Bondenholz;3578380;5938153
Barsbüttel, Bergredder;3577875;5938130
Barsbüttel, Fahrenberg;3578844;5938941
Barsbüttel, Gemeinschaftsschule;3577073;5938834
Barsbüttel, Grundschule;3577093;5938363
Barsbüttel, Kiebitzhörn;3578849;5938722
Barsbüttel, Kiebitzhörn (Ost);3579129;5938600
Barsbüttel, Kielende;3578720;5938304
Barsbüttel, Möbel Höffner;3579213;5939055
Barsbüttel, Rathaus;3577520;5938138
Barsbüttel, Soltausredder;3577116;5938141
Barsbüttel, Von-Bronsart-Straße;3578702;5938116
Barsbüttel, Zum Dicken Busch;3576477;5938169
Barskamp, Grundschule;3618454;5902616
Barskamp, Hohe Luft;3618702;5902539
Barskamp, Markt;3619150;5902840
Barskamp, Walmsburger Straße;3619240;5902780
Bartelsdorf;3602499;5928263
Bartholomäus-Therme;3568182;5938981
Barum, Abzweig Horburg;3593584;5914453
Barum, Am See;3594048;5914151
Barum, Am Sportplatz;3593881;5914168
Barum, St. Dionysstraße;3593765;5913688
Basedow, Am Kanal;3606128;5921302
Basedow, Basedower Weg;3605163;5922178
Basedow, Sandberg;3605422;5921943
Basedow, Twieten;3605323;5921667
Basselweg;3561785;5939958
Bassenfleth, Abzweigung Wöhrden;3534557;5941857
Bassenfleth, Am Wegen;3534499;5942620
Bassenfleth, Kurze Straße;3534848;5942727
Bassenfleth 8e;3535469;5942402
Basthorst, Dorfstraße;3597661;5939244
Basthorst, Feuerwehr;3598016;5939184
Basthorst, Hauptstraße;3597566;5939328
Basthorst, Kirche;3597526;5939488
Bauerberg;3571551;5935961
Bauernholztal;3557645;5925319
Bauernrosenweg;3570633;5941306
Bauernstegel;3570076;5928093
Baumacker;3559468;5943635
Baumläuferweg;3558096;5941798
Baumwall (Elbphilharmonie);3565147;5935198
Bavendorf;3608984;5896290
Bavendorf, Im Dorfe;3609604;5897202
Bavendorf, Mitte / B 216;3609556;5897375
Bebelallee;3566016;5942053
Bebensee;3585486;5972403
Beckdorf, Am Bahnhof;3540650;5919860
Beckdorf, Hauptstraße;3540685;5920203
Beckdorf, Horneburger Kamp;3540709;5920740
Beckdorf, Lindenstraße;3540749;5920170
Beckdorf, Waldfrieden;3541102;5920333
Beckedorf;3564242;5921245
Beckedorf, Beckedorfer Bogen;3563700;5921879
Beckedorf, Gewerbegebiet;3563592;5921412
Beckedorf, Mühlenweg;3564051;5920883
Beckers Treppe;3553619;5936609
Becklingen;3609676;5894185
Beerbuschredder;3574018;5950188
Beerentalweg;3562717;5924492
Beethovenstraße;3567760;5938623
Behlendorf, Abzweigung Anker;3610319;5951746
Behlendorf, Am Brink;3610342;5953273
Behlendorf, Herrenstraße;3610181;5953249
Behnsrade;3579623;5931857
Behnstraße;3562579;5935373
Behringstraße (AK Altona);3559765;5936552
Behrmannplatz;3563467;5941282
Behrste, Eikhof;3513115;5934097
Behrste, Forst;3513801;5934849
Behrste, Kreuzung;3513870;5933741
Behrste, Schiffstelle;3512569;5934228
Bei der Blauen Brücke;3582280;5923503
Bei St. Annen;3566174;5935356
Beidenfleth, Dodenkopp (Mitte);3524676;5970968
Beidenfleth, Fockendorf;3525632;5972819
Beidenfleth, Groß Kampen (Nord);3527793;5974840
Beidenfleth, Groß Kampen (Süd);3527266;5972614
Beidenfleth, Kirchweg;3527390;5971895
Beidenfleth, Klein Kampen;3526348;5974155
Beidenfleth, Riep (Nord);3526371;5972209
Beidenfleth, Riep (Süd);3526427;5971002
Beidenfleth, Uhrendorf 28;3527540;5969829
Beim Avenberg;3571956;5927156
Beim Bieberhof;3571242;5928731
Beim Farenland;3575211;5945495
Beim Hammer Marktplatz;3569921;5936700
Beim Schillingstift;3555044;5937865
Bekdorf;3527917;5978614
Bekkamp;3575825;5938894
Bekkampsweg;3575514;5938775
Bekmünde, Hauptstraße 26;3528368;5977836
Bekstück;3563923;5942496
Bendestorf, Bardal;3564827;5912206
Bendestorf, Freibad;3564831;5912424
Bendestorf, Grundschule;3564669;5912587
Bendestorf, Kieferneck;3565306;5911357
Bendestorf, Mühle;3565551;5911819
Bendestorf, Mühlenweg;3565068;5912078
Bendestorf, Poststraße;3564436;5912483
Bendestorf, Posttwiete;3564599;5912598
Bendestorf, Waldfriedenweg;3564196;5912563
Bendestorf, Waldweg;3565134;5911032
Benstaben (Mitte);3596090;5965979
Benstaben (Süd);3596280;5965449
Benstaben (West);3595782;5966054
Bentfurt;3567592;5970982
Bergedorf;3580115;5929374
Bergheide;3556833;5926582
Bergrade;3604786;5953153
Bergstedter Alte Landstraße;3574952;5949791
Bergstedter Markt;3574505;5949360
Berkefeldweg;3563334;5926983
Berkenthin, Bahnhofstraße;3608172;5957205
Berkenthin, Buchenweg;3608135;5957569
Berkenthin, Hamburger Straße;3608138;5957075
Berkenthin, Kirchenstraße;3608958;5956844
Berkenthin, Ratzeburger Straße;3609058;5957121
Berkenthin, Schule;3608346;5956813
Berkenthin, Turnierweg;3608496;5957181
Berlin (Seedorf), Potsdamer Straße;3595543;5990120
Berlin (Seedorf), Schulkamp;3595266;5990185
Berlin (Seedorf), Unter den Linden;3594911;5990461
Berliner Platz;3575669;5939780
Berliner Tor;3567978;5936215
Bernadottestraße;3559066;5935608
Berne;3575484;5944572
Berner Chaussee;3571560;5943622
Berner Heerweg;3574608;5943616
Berner Straße;3576118;5943682
Bernhard-Nocht-Straße;3563898;5935501
Bernstorffstraße;3563675;5936946
Bertha-Uhl-Kamp;3557739;5937421
Berufsförderungswerk Hamburg;3573894;5942870
Berufsschulcampus Elbinsel;3566533;5930351
Berufsschulzentrum Bergedorf;3578563;5929551
Berzeliusstraße (Mitte);3572821;5934187
Berzeliusstraße (Ost);3573379;5934014
Berzeliusstraße (West);3572224;5934355
Berzeliusstraße 42;3572652;5934235
Besdorf, Autobahnauffahrt;3523891;5992438
Besdorf, Bokelrehmer Straße;3523667;5991118
Besenthal;3615597;5934605
Bethesda Krankenhaus Bergedorf;3581989;5928970
Betriebshof Moorfleet;;
Betzendorf, Abzweigung Glüsingen;3587819;5888875
Betzendorf, Dorfstraße;3587813;5890245
Betzendorf, Grundschule;3587928;5890112
Betzendorf, Im Dorfe;3587865;5890276
Beutnerring;3563574;5923940
Beutnerring (Kehre);3563439;5923970
Beutz, Alter Kirchweg;3515528;5936289
Bevern, Am Gehölz;3550252;5958696
Bevern, Am Karpfenteich;3549772;5958606
Bevern, Barkhörner Weg;3551897;5957680
Bevern, Dannesch;3551147;5956830
Bevern, Gemeindehaus;3550927;5958557
Bevern, Schmiedekamp;3550921;5958646
Bevern, Steinfurth;3548888;5958648
Bevern, Tannenweg;3551153;5959273
Bezirksamt Eimsbüttel;3564894;5938324
Bezirksamt Hamburg-Nord;3565453;5940354
Bf. Ahrensburg;3581764;5949418
Bf. Altona;3561994;5935969
Bf. Apensen;3540623;5923441
Bf. Ashausen;3576421;5915801
Bf. Bad Oldesloe (ZOB);3591068;5964697
Bf. Bad Segeberg (ZOB);3586106;5978889
Bf. Bargstedt(AST-Halt);3529624;5925223
Bf. Bargteheide;3583802;5955991
Bf. Bavendorf;3608953;5896348
Bf. Bergedorf;3580107;5929303
Bf. Bergedorf (Alte Holstenstraße);3580269;5929451
Bf. Bergedorf (Johann-Meyer-Straße);3580055;5929464
Bf. Bergedorf (Ludwig-R.-Ring);3580128;5929553
Bf. Bergedorf (Sander Damm);3580098;5929723
Bf. Bergedorf (Weidenbaumsweg);3580142;5929273
Bf. Brest-Aspe;3525557;5925421
Bf. Brokstedt;3554042;5984648
Bf. Brokstedt (Kirchenstraße);3553952;5984688
Bf. Büchen;3607847;5928362
Bf. Büchen (Lauenburger Straße);3607777;5928263
Bf. Buchholz (Canteleubrücke);3558787;5910709
Bf. Buchholz (Lindenstraße);3558590;5910774
Bf. Buchholz (Vorplatz);3558553;5910668
Bf. Buchholz (ZOB);3558792;5910852
Bf. Buxtehude (Nord);3545915;5926799
Bf. Buxtehude (Süd);3545802;5926719
Bf. Buxtehude (Vorplatz);3545871;5926771
Bf. Buxtehude (West);3545487;5926861
Bf. Dahlenburg;3614101;5894449
Bf. Dammtor;3565692;5937077
Bf. Dauenhof;3544735;5969249
Bf. Elmshorn (Berliner Straße);3543420;5958190
Bf. Elmshorn (Holstenplatz);3543486;5958351
Bf. Elmshorn (Holstenstraße);3543386;5958384
Bf. Elmshorn (Panjestraße);3543585;5958465
Bf. Elmshorn (ZOB);3543462;5958547
Bf. Fahrenkrug;3582226;5980056
Bf. Fresenburg;3591583;5968769
Bf. Gartenholz;3582790;5951483
Bf. Gartenholz (Westseite);3582714;5951550
Bf. Glückstadt;3528316;5962051
Bf. Hammah;3524374;5942431
Bf. Handeloh (Hauptstraße);3556464;5901577
Bf. Handeloh (Vorplatz);3556427;5901376
Bf. Harburg;3565830;5925451
Bf. Harsefeld;3533103;5924481
Bf. Hasselbrook;3570123;5937647
Bf. Herzhorn;3531995;5961473
Bf. Himmelpforten;3520594;5943572
Bf. Hittfeld;3564940;5919554
Bf. Holm-Seppensen;3558174;5906335
Bf. Horneburg;3538299;5931024
Bf. Horst;3542563;5964020
Bf. Itzehoe (Adenauerallee);3533677;5977062
